Title,Genres,Rank,Popularity,Score,Episodes,Episode length,Release Date
Kyoto Animation: Sora-hen,,10481,7861,5.59,1,30 sec.,
Kaette Kita Top wo Nerae! Kagaku Kouza,"Comedy,Sci-Fi",10477,9680,5.59,2,5 min. per ep.,
Red Ash: Gearworld,"Action,Sci-Fi",10486,9281,5.59,1,23 min.,
Kai Doh Maru,"Action,Fantasy",10478,6274,5.59,1,46 min.,
Jikuu Tenshou Nazca,"Action,Adventure,Drama,Fantasy",10476,6596,5.59,12,24 min. per ep.,Spring 1998
Gakufu no Rakugakichou,,10473,16765,5.59,1,3 min.,
Xabungle Graffiti,,10491,11962,5.59,1,1 hr. 23 min.,
Go! Samurai,,10474,13175,5.59,1,6 min.,
Coluboccoro,"Fantasy,Sci-Fi",10468,9720,5.59,1,29 min.,
Dragon Slayer Eiyuu Densetsu: Ouji no Tabidachi,"Action,Fantasy",10471,10072,5.59,2,22 min. per ep.,
Eizouken Mini Anime,,10472,7833,5.59,13,1 min. per ep.,
Jigen Sengokushi: Kuro no Shishi - Jinnai-hen,"Action,Adventure,Sci-Fi",10475,8168,5.59,1,42 min.,
Bungaku Shounen no Yuuutsu,,10467,14235,5.59,1,6 min.,
Dead End Street,,10469,16510,5.59,1,4 min.,
Kodomo no Keijijougaku,,10480,11356,5.59,1,5 min.,
Ashi,,10465,16177,5.59,1,3 min.,
Marie & Gali Special,,10483,12531,5.59,1,4 min.,
Baton,"Adventure,Sci-Fi",10466,9226,5.59,3,20 min. per ep.,
Densha Kamo Shirenai,,10470,11893,5.59,1,4 min.,
Hoshi to Tsubasa no Paradox,"Action,Sci-Fi",10457,12414,5.60,2,3 min. per ep.,
Mahou no Yousei Persia Pilot,,10463,13889,5.60,1,3 min.,
Anitore! XX: Hitotsu Yane no Shita de,"Comedy,Sports",10464,4809,5.59,12,4 min. per ep.,Fall 2016
Itsumo Kokoro ni Ho,,10459,13977,5.60,1,2 min.,
Kyoto Animation: Ajisai-hen,,10461,7395,5.60,1,30 sec.,
Jakusansei Million Arthur Specials,"Comedy,Fantasy,Ecchi",10460,12446,5.60,3,1 min. per ep.,
Ganbare! Marine Kid,"Action,Adventure,Sci-Fi",10452,13522,5.60,13,25 min. per ep.,Fall 1966
Hana to Mogura,,10454,13463,5.60,1,15 min.,
White Fantasy,"Fantasy,Sports",10445,10674,5.60,1,2 min.,
Tora-chan to Hanayome,,10444,11227,5.60,1,17 min.,
Gekiyaba∞Bokkan!!,,10453,14482,5.60,1,3 min.,
Shinjuku Shin-chan Patrol: Warui Otona ni Ki wo Tsukete,,10441,14870,5.60,1,20 min.,
Tachibanakan Triangle,"Comedy,Girls Love,Ecchi",10442,2387,5.60,12,3 min. per ep.,Spring 2018
Schoolyard,,10439,13066,5.60,1,45 sec.,
Heya/Keitai,,10456,12085,5.60,1,6 min.,
Hand Shakers: Go ago Go,,10455,6529,5.60,1,23 min.,
Sakura Taisen: Kanadegumi,,10438,8929,5.60,1,2 min.,
Q Transformers: Saranaru Ninki Mono e no Michi,,10434,12604,5.60,13,3 min. per ep.,Summer 2015
Shin Seiki Den Mars,,10440,10927,5.60,13,25 min. per ep.,Fall 2002
Sakura no Chikai: Marronni☆Yell - Higashi no Hichou Shimotsuke-shi wo Yell!,,10437,12379,5.60,1,14 min.,
PES: Peace Eco Smile,,10433,8328,5.60,7,3 min. per ep.,
Urarochi Diamond,,10429,11485,5.61,1,40 min.,
Roba,,10436,14345,5.60,1,14 min.,
The Curlydog Story,,10443,15295,5.60,1,1 min.,
Peeping Life 5.0ch,"Comedy,Slice of Life",10432,13229,5.60,10,5 min. per ep.,
Uchurei!,"Comedy,Sci-Fi,Slice of Life",10428,11009,5.61,12,3 min. per ep.,Summer 2009
Seisen Cerberus: Ryuukoku no Fatalités,"Adventure,Fantasy",10426,1806,5.61,13,24 min. per ep.,Spring 2016
Null Peta Special,"Comedy,Sci-Fi",10424,8187,5.61,1,5 min.,
Peeping Life: The Perfect Explosion,"Comedy,Slice of Life",10425,13310,5.61,10,5 min. per ep.,
Mugen Senshi Valis,"Action,Adventure,Fantasy",10430,12411,5.60,1,3 min.,
Naze Nani Dendrogram,,10423,13759,5.61,20,4 min. per ep.,
Initiation feat. Hatsune Miku,,10458,13369,5.60,1,3 min.,
Mars Red: Zero Kikan Nippou,,10420,9410,5.61,5,1 min. per ep.,
Rinkaku,"Avant Garde,Horror",10435,10530,5.60,1,6 min.,
"Mobile Suit SD Gundam Musha, Knight, Commando","Action,Comedy,Fantasy",10422,10151,5.61,2,15 min. per ep.,
Kakyuusei (TV): Hajimemashite Tina!,"Romance,Sci-Fi",10417,12209,5.61,1,26 min.,
Long Dao Qi Yuan,"Action,Fantasy",10462,12069,5.60,1,1 hr. 24 min.,
Mirror Mirror (Bombs BiS),,10421,15457,5.61,1,5 min.,
Everyday Affair,,10413,15922,5.61,1,3 min.,
G-On Riders Special,"Comedy,Sci-Fi,Ecchi",10414,11769,5.61,1,24 min.,
Kakko Kawaii Sengen!,,10416,10754,5.61,5,2 min. per ep.,Fall 2010
Dance XX,,10409,15892,5.61,1,4 min.,
Kuragehime: Soreike! Amars Tankentai,"Adventure,Comedy",10419,5743,5.61,6,30 sec. per ep.,
Ame no Ten Ten,,10407,14674,5.61,1,2 min.,
Anime Tenchou Movie,,10408,9192,5.61,1,3 min.,
Ken to Mahou no Logres: Inishie no Megami x Fate/Extella,,10405,7310,5.62,1,15 sec.,
Such a Good Place to Die,,10427,13501,5.61,1,3 min.,
100% Renewable Energy,,10406,13560,5.61,1,2 min.,
Gekidan Nanatsu no Taizai,"Comedy,Fantasy,Supernatural",10415,7079,5.61,13,2 min. per ep.,
Fuki to Hiyoko,,10401,16059,5.62,1,4 min.,
Hachigatsu no Cinderella Nine,,10403,10218,5.62,1,3 min.,
Uchuu Enban Dai-Sensou,"Action,Romance",10382,10829,5.62,1,29 min.,
TRAPxTRAP feat. Hatsune Miku,,10381,13579,5.62,1,3 min.,
Gooorgeous,,10402,10950,5.62,1,1 min.,
Endride,"Adventure,Fantasy",10412,2231,5.61,24,23 min. per ep.,Spring 2016
Kekkou Kamen,"Comedy,Ecchi",10404,7246,5.62,4,21 min. per ep.,
Sakura Internet,,10378,7465,5.62,1,3 min.,
Rakugaki Picasso,,10376,11888,5.62,1,4 min.,
DC Super Heroes vs Taka no Tsume-dan,,10410,11203,5.61,1,1 hr. 44 min.,
Out of My Mind,,10373,15405,5.62,1,6 min.,
Shout Our Evidence!,,10380,13018,5.62,1,2 min.,
Oshiego ni Kyouhaku Sareru no wa Hanzai Desu ka?,,10371,11681,5.62,1,1 min.,
Kumo no Mori no Marcus,"Adventure,Fantasy",10418,16431,5.61,1,2 min.,
Otona no Bouguya-san,"Comedy,Fantasy,Ecchi",10372,3121,5.62,12,4 min. per ep.,
Please! Marry Me!!,,10375,16072,5.62,1,3 min.,
Oniku Daisuki! Zeushi-kun,"Comedy,Gourmet",10370,13608,5.62,12,1 min. per ep.,Winter 2014
Utopa,,10365,10255,5.63,1,23 min.,
Mobile Suit Gundam-san: Hiyoko Days ― Suisei Hiyoko to Fushigi na Ofuda,,10367,11332,5.62,1,6 min.,
Dimension Loop,,10411,8862,5.61,1,4 min.,
Monster High: Kowa-ike Girls,,10369,10653,5.62,8,3 min. per ep.,
Ryuu Seiki,"Action,Fantasy,Sci-Fi",10377,9780,5.62,2,30 min. per ep.,
Wakusei Robo Danguard Ace: Uchuu Daikaisen,,10366,12892,5.63,1,25 min.,
Sayonara Watashi no Cramer Mini Anime,,10362,12939,5.63,24,1 min. per ep.,
Roto Spread,,10361,15206,5.63,1,1 min.,
Senjuushi: Kijuushi-tachi no Happy Birthday!,,10379,11251,5.62,1,24 min.,
Pony Metal U-GAIM Promotion Film,"Action,Sci-Fi",10357,11641,5.63,1,2 min.,
Molly Star-Racer,,10368,10309,5.62,1,2 min.,
Pan de Peace!,"Comedy,Gourmet,Slice of Life",10355,3423,5.63,13,3 min. per ep.,Spring 2016
Paris no Isabelle,,10356,11277,5.63,13,25 min. per ep.,Spring 1979
Ninja Ryuukenden,"Action,Sci-Fi,Supernatural,Suspense",10354,7785,5.63,1,48 min.,
Momoya x Peeping Life: Go en Desu yo!,,10353,13197,5.63,4,5 min. per ep.,
UG☆Ultimate Girls,"Comedy,Sci-Fi,Ecchi",10364,5812,5.63,12,14 min. per ep.,Winter 2005
Marine Dreamin' (2017),,10351,15847,5.63,1,3 min.,
Joukyou Monogatari,,10344,14911,5.63,1,13 min.,
Reunion (Music),,10360,8821,5.63,1,5 min.,
Kino,,10346,14546,5.63,2,2 min. per ep.,
Sword Gai,"Action,Supernatural",10363,7835,5.63,1,1 min.,
Hoshi no Kirby: Pilot,"Adventure,Comedy,Fantasy",10342,9753,5.63,1,4 min.,
Je Bul Chal-ssi Iyagi,"Comedy,Fantasy,Horror",10343,13032,5.63,1,1 hr. 5 min.,
Hana no Asukagumi! 2: Lonely Cats Battle Royale,"Adventure,Drama",10340,12274,5.63,1,53 min.,
Ginsoukikou Ordian,,10338,8845,5.63,24,25 min. per ep.,Spring 2000
Gun-dou Musashi,"Adventure,Fantasy",10339,6312,5.63,26,24 min. per ep.,Spring 2006
Mizutori,,10352,13586,5.63,1,2 min.,
Planet:Valkyrie,,10374,10297,5.62,1,1 min.,
Fire Bird,,10336,13616,5.63,1,3 min.,
Distorted Princess,,10335,16090,5.63,1,2 min.,
Pop in Q Dance MV,,10358,12942,5.63,1,1 min.,
91 Daze,,10330,7732,5.63,7,2 min. per ep.,
Gekkou Shokudou,,10337,14789,5.63,1,4 min.,
Psycho Diver: Mashou Bosatsu,"Horror,Sci-Fi",10359,7357,5.63,1,48 min.,
4-Day Weekend,,10329,8638,5.63,1,4 min.,
Karuizawa Syndrome,"Comedy,Drama,Romance,Slice of Life",10345,12043,5.63,1,1 hr. 9 min.,
Chaos Dragon: Sekiryuu Seneki,"Action,Fantasy,Supernatural",10334,1683,5.63,12,24 min. per ep.,Summer 2015
Go! Go! 575,,10325,5294,5.64,4,3 min. per ep.,Winter 2014
Hana no Ko Lunlun: Konnichiwa Sakura no Kuni,,10326,11401,5.64,1,15 min.,
Hei Mao Jing Zhang,"Action,Adventure,Comedy",10341,13264,5.63,5,18 min. per ep.,Winter 1984
Because,,10322,16665,5.64,1,4 min.,
Aihime Megohime,,10331,13145,5.63,3,11 min. per ep.,
AIKa: Special Trial,,10332,6395,5.63,1,10 min.,
Beat in Love (2018),,10321,14211,5.64,1,1 min.,
Atasha Kawajiri Kodama Da yo: Dangerous Lifehacker no Tadareta Seikatsu,,10318,6809,5.64,24,2 min. per ep.,Winter 2022
Backkom Mission Impossible,,10319,14210,5.64,2,39 sec. per ep.,
Curly,,10323,15116,5.64,1,3 min.,
Kaibutsu Gakushou,,10327,14049,5.64,1,6 min.,
Ankoku Cat VS,"Action,Comedy",10315,14503,5.64,3,5 min. per ep.,
365-nichi no Love Song,,10314,16055,5.64,1,2 min.,
Doctor Chichibuyama,,10324,12818,5.64,2,30 min. per ep.,Spring 1988
Yumemakura Baku Twilight Gekijou,,10313,11018,5.64,4,14 min. per ep.,
Bara no Hana to Joe,,10320,11682,5.64,1,20 min.,
Shokupan Mimi,"Comedy,Gourmet",10309,10321,5.64,12,30 sec. per ep.,Fall 2010
La Rose de Versailles,"Drama,Romance,Slice of Life",10328,8476,5.64,1,4 min.,
Armed Blue Gunvolt,"Action,Sci-Fi",10317,6160,5.64,1,21 min.,
Aoi Umi no Tristia,,10316,8331,5.64,2,27 min. per ep.,
Black★★Rock Shooter:  Dawn Fall,"Action,Drama",10333,3573,5.63,12,23 min. per ep.,Spring 2022
Planetes Picture Drama,"Comedy,Sci-Fi",10306,9588,5.64,9,3 min. per ep.,
Platonic Chain,"Sci-Fi,Slice of Life",10307,8153,5.64,24,6 min. per ep.,Fall 2002
Monster Strike The Animation Episode 0,"Action,Fantasy",10305,10913,5.64,1,3 min.,
MAPS: Densetsu no Samayoeru Seijin-tachi,"Action,Adventure,Drama,Sci-Fi",10303,11402,5.64,1,52 min.,
Mission School,,10304,12632,5.64,1,4 min.,
Yu Bang Xiang Zheng,,10301,12289,5.65,1,10 min.,
"Slime Boukenki: Umi da, Yeah!","Action,Adventure,Comedy,Fantasy",10294,10613,5.65,1,15 min.,
Two Car,,10311,4043,5.64,12,23 min. per ep.,Fall 2017
Rifle Is Beautiful: Zengoku Daikai Is Mokuzen,"Comedy,Slice of Life,Sports",10292,9583,5.65,1,23 min.,
REACH x Thermae Romae: Pietrada no Kekkon,,10291,12254,5.65,1,4 min.,
Pocari Sweat Run Carnival 2019,,10290,15862,5.65,1,30 sec.,
Peng You Town,,10289,14467,5.65,1,5 min.,
Space Station No.9,,10295,8652,5.65,1,4 min.,
Nimrod,,10287,12614,5.65,1,3 min.,
Nanmu Ichibyousokusai,,10286,12835,5.65,1,17 min.,
"Oam Monogatari: Sono Natsu, Watashi ga Shitta koto",,10288,11437,5.65,1,9 min.,
Mahou Shoujo Lalabel: Umi ga Yobu Natsuyasumi,"Comedy,Slice of Life",10285,11859,5.65,1,15 min.,
Kandagawa Jet Girls: Koko kara Hajimaru Tokyo Girls Promotion,,10282,6579,5.65,1,22 min.,
Juusenki L-Gaim I: Pentagona Window + Lady Gavlet,"Action,Adventure,Drama,Sci-Fi",10281,11702,5.65,1,58 min.,
Ultraman Graffiti,"Action,Comedy",10312,13251,5.64,6,8 min. per ep.,
Skirt,,10293,15628,5.65,1,6 min.,
Yuusei Shounen Papii,"Action,Sci-Fi",10302,12231,5.65,52,25 min. per ep.,Summer 1965
Iczer-Girl Iczelion,"Action,Adventure,Sci-Fi",10278,9076,5.65,2,27 min. per ep.,
Hello Kagerou,,10277,15249,5.65,1,4 min.,
Superflat First Love,"Adventure,Fantasy",10310,8346,5.64,1,3 min.,
Mahou no Yousei Persia: Escape!,,10284,13447,5.65,1,2 min.,
Hanabira,,10276,15398,5.65,1,5 min.,
Gdleen,"Fantasy,Sci-Fi",10273,11153,5.65,1,45 min.,
It Girl,,10280,9334,5.65,1,5 min.,
Shizuku,,10308,9186,5.64,1,4 min.,
Chiruran: Nibun no Ichi,"Action,Comedy",10269,6282,5.65,12,2 min. per ep.,Winter 2017
Dimension W: W no Tobira Online - Rose no Onayami Soudanshitsu,,10270,5396,5.65,5,3 min. per ep.,
loTus feat. Pt. Ajay Pohankar,,10283,15686,5.65,1,4 min.,
Eien no Filena,"Adventure,Drama,Fantasy",10272,11105,5.65,6,27 min. per ep.,
Hadashi Neko,"Adventure,Comedy",10274,15142,5.65,1,2 min.,
Cerberus,,10268,13827,5.65,1,4 min.,
Butlers: Chitose Momotose Monogatari,"Comedy,Supernatural",10265,3931,5.65,12,23 min. per ep.,Spring 2018
Bad Badtz-Maru no Ari to Kirigirisu,,10263,14230,5.65,1,10 min.,
Idol Project,"Adventure,Comedy",10279,9783,5.65,4,30 min. per ep.,
Kyoto Animation: Hassou-hen,,10260,7887,5.66,1,30 sec.,
California Crisis: Tsuigeki no Juuka,"Action,Adventure,Sci-Fi",10266,7094,5.65,1,45 min.,
Boyfriend,"Romance,Sports",10264,11774,5.65,1,1 hr. 54 min.,
Ku Pao Ying Xiong,"Action,Adventure,Fantasy",10258,8327,5.66,26,14 min. per ep.,Fall 2017
Casablanca,,10267,15623,5.65,1,5 min.,
Ape,,10262,15252,5.65,1,3 min.,
Kotowaza House,"Comedy,Slice of Life",10257,13532,5.66,773,5 min. per ep.,Spring 1987
Honey Tokyo,,10255,9659,5.66,1,11 min.,
Gaza: Changing the World,"Drama,Supernatural",10253,14527,5.66,1,2 min.,
Dr. Slump: Arale-chan no Koutsuu Anzen,"Comedy,Sci-Fi",10252,12530,5.66,2,13 min. per ep.,
Ab-rah,,10261,15486,5.65,1,3 min.,
Echolocation,,10271,15810,5.65,1,3 min.,
Kumo no Ito (2000),,10259,13100,5.66,1,11 min.,
Ai wo Komete,"Comedy,Slice of Life",10245,14449,5.66,1,5 min.,
Boku wa Kimi wo Warawanai,,10247,15253,5.66,1,3 min.,
Inishie no Megami to Houseki no Ite,,10256,12887,5.66,2,58 sec. per ep.,
Wasurerareta Ningyou,,10243,15670,5.66,1,13 min.,
Hakyuu Houshin Engi: Kou-ke no Chi,"Adventure,Fantasy,Supernatural",10275,11010,5.65,1,25 min.,
Historical,,10254,12914,5.66,1,12 min.,
Suna no Akari,,10240,15607,5.66,1,3 min.,
Studio Khara vs. CyberConnect2 Gachinko! Animation Taiketsu!,,10239,13190,5.66,2,1 min. per ep.,
Super Short Comics,,10241,13114,5.66,8,5 min. per ep.,
"Sono Toki, Kanojo wa.","Drama,Romance",10237,4790,5.66,12,3 min. per ep.,Fall 2018
Peeping Life: The Perfect Extension,"Comedy,Slice of Life",10235,13169,5.66,10,5 min. per ep.,
Sora to Umi no Aida,"Adventure,Fantasy,Sci-Fi",10238,4200,5.66,12,23 min. per ep.,Fall 2018
Shin Kabukichou Story Hana no Asukagumi!,"Adventure,Drama",10236,11616,5.66,1,48 min.,
Deimos no Hanayome: Ran no Kumikyoku,"Drama,Fantasy,Horror,Mystery,Supernatural",10251,7377,5.66,1,32 min.,
Youseiki Suikoden,"Action,Fantasy",10231,8988,5.67,1,45 min.,
Baraou no Souretsu Recap,"Action,Drama,Supernatural",10246,10592,5.66,1,23 min.,
Souten no Ken: Regenesis,,10229,5440,5.67,12,22 min. per ep.,
Sore dake ga Neck,,10228,6833,5.67,12,3 min. per ep.,Fall 2020
One Room Second Season Special,,10232,5874,5.66,1,11 min.,
Scarlet Nexus,"Action,Sci-Fi",10226,2056,5.67,26,24 min. per ep.,Summer 2021
Shounen to Sakura,,10227,13491,5.67,1,25 min.,
Nemurihime,,10224,16067,5.67,1,5 min.,
Mizu no Tane,,10222,14764,5.67,1,19 min.,
Peeping Life TV: Season 1??,"Comedy,Slice of Life",10234,9260,5.66,12,23 min. per ep.,Fall 2015
Ten no Kawa,,10242,12188,5.66,1,2 min.,
Marvel Future Avengers,,10219,7983,5.67,26,22 min. per ep.,Summer 2017
Sprite: Between Two Worlds,"Comedy,Romance,Ecchi",10230,9331,5.67,2,40 min. per ep.,
Mirai Koushi Harima SACLA NEX RAY,,10221,13686,5.67,1,2 min.,
Lion meets HachiClo,,10217,8297,5.67,2,36 sec. per ep.,
Lemon Angel (1988/II),,10216,10750,5.67,8,3 min. per ep.,Summer 1988
Luigi's Toy Adventure,,10218,9815,5.67,1,1 min.,
Random,,10225,16029,5.67,1,3 min.,
Morinaga Nyuugyou x Mary to Majo no Hana,,10223,10461,5.67,4,15 sec. per ep.,
Onizushi,,10233,14198,5.66,3,4 min. per ep.,
Itsuka Aeru Kimi ni,"Romance,Sci-Fi",10211,9816,5.67,1,12 min.,
Ishitsubutsu Toriatsukaijo,,10210,15769,5.67,1,4 min.,
Matsumotokiyoshi x Osomatsu-san,,10220,10328,5.67,9,42 sec. per ep.,
Yuugen Kaisha: Jiken File 00 - Hajimari wa Ayashiku mo Hanayaka ni,"Adventure,Comedy,Supernatural",10244,12181,5.66,1,11 min.,
Hello Kitty no Kaguya-hime,,10208,12301,5.67,1,28 min.,
"Korekarasaki, Nando Anata to.",,10215,11135,5.67,1,4 min.,
Fruity Samurai,"Action,Comedy",10205,12773,5.67,13,3 min. per ep.,Summer 2013
Katarina to Manabou,,10214,7029,5.67,9,44 sec. per ep.,
Fushigi no Kuni no Miyuki-chan,"Comedy,Fantasy,Girls Love,Ecchi",10206,5266,5.67,2,14 min. per ep.,
Juuza Engi: Engetsu Sangokuden - Gaiden Youzhou Genya,"Fantasy,Romance",10212,7660,5.67,1,25 min.,
Chouetsu Sekai,,10201,12911,5.67,10,6 min. per ep.,
Dragoon,"Adventure,Fantasy",10203,10177,5.67,3,28 min. per ep.,
Hipira-kun ONA,"Comedy,Fantasy,Supernatural",10209,11957,5.67,2,5 min. per ep.,
Seisenshi Dunbine OVA,"Adventure,Sci-Fi",10152,9635,5.69,3,30 min. per ep.,
God Eater Reso Nantoka Gekijou,"Fantasy,Sci-Fi",10207,7602,5.67,8,7 min. per ep.,
Spunky Afro Tiger Jet,,10154,14145,5.69,1,3 min.,
Forsaken,,10204,11047,5.67,1,5 min.,
Goulart Knights: Evoked the Beginning Black,"Action,Drama,Fantasy,Supernatural",10128,5312,5.69,1,22 min.,
Hacka Doll,,10129,5941,5.69,2,1 min. per ep.,
Gang-aji Ttong,,10127,8635,5.69,1,34 min.,
Kaitou Reinya,,10213,8417,5.67,12,3 min. per ep.,Winter 2010
Around,,10125,11147,5.69,1,3 min.,
Committed Red,,10202,13610,5.67,1,4 min.,
Andromeda Stories,"Action,Drama,Fantasy,Sci-Fi",10123,10045,5.69,1,1 hr. 25 min.,
99 Illusion!,,10121,16045,5.69,1,1 min.,
Anima Yell! Ouen Douga,,10124,9774,5.69,12,2 min. per ep.,
Alba,,10122,16484,5.69,1,3 min.,
Kuroi Ame ni Utarete,"Drama,Slice of Life",10118,12279,5.70,1,1 hr. 34 min.,
Land,,10119,14459,5.70,1,3 min.,
Jirijiri Moyou no Ryuuryuu Tenten,,10116,15619,5.70,1,1 min.,
Ashita no Eleven-tachi,,10126,13693,5.69,1,1 hr. 10 min.,
Sekai Monoshiri Ryoko,,10153,12731,5.69,1006,5 min. per ep.,Fall 1971
Desktop Cinderella feat. Hatsune Miku,,10112,13382,5.70,1,4 min.,
Chiruri,,10111,12268,5.70,1,8 min.,
Busou Chuugakusei: Basket Army,,10109,6669,5.70,5,4 min. per ep.,
Long Riders! Recap,"Comedy,Slice of Life",10120,10547,5.70,1,23 min.,
Bytheway Dance,,10110,14487,5.70,1,1 min.,
Bucket no Naka no Kaka,,10108,15429,5.70,1,7 min.,
Animegatari,,10105,7530,5.70,8,1 min. per ep.,
"Ayanami Rei, Hajimete no Kuchibeni",,10106,8708,5.70,1,20 sec.,
Yu☆Gi☆Oh!: Go Rush!!,"Action,Fantasy",10104,8658,5.70,Unknown,24 min.,Spring 2022
Toward Morning,,10155,16468,5.69,1,4 min.,
Kagaku na Yatsura,"Comedy,Romance,Sci-Fi,Ecchi",10117,3868,5.70,1,25 min.,
VS Knight Lamune & 40 Fresh,"Adventure,Comedy,Sci-Fi,Ecchi",10102,9222,5.70,6,28 min. per ep.,
Sea Breeze,,10151,15973,5.69,1,4 min.,
Toe! Space Attendant Aoi,,10100,11844,5.70,1,24 min.,
Nar Doma,,10073,9101,5.71,26,2 min. per ep.,Spring 2015
Princess Lover!: Magical Knight Maria-chan,,10074,5610,5.71,6,30 sec. per ep.,
Momoya x Peeping Life: Go en Desu yo! II,"Comedy,Slice of Life",10071,13380,5.71,5,5 min. per ep.,
Mobile Suit SD Gundam Mk V,"Comedy,Sci-Fi",10070,9216,5.71,3,10 min. per ep.,
Bakumatsu: Crisis,,10107,5265,5.70,12,24 min. per ep.,Spring 2019
Mobile Suit Gundam 0083: Stardust Memory Picture Drama - The Mayfly of Space 2,,10068,9424,5.71,1,11 min.,
Youkai Watch: Best 10,"Comedy,Supernatural",10103,12483,5.70,1,12 min.,
Meisou! Underworld,"Action,Supernatural,Suspense",10067,9481,5.71,1,2 min.,
My Dearest Song,,10072,11522,5.71,1,2 min.,
Larva Island,,10064,13563,5.71,13,8 min. per ep.,
Mahoutsukai Tai! vs. Shamanic Princess,"Comedy,Fantasy",10066,10534,5.71,1,5 min.,
Kikumana,,10062,5959,5.71,1,6 min.,
Fuuun Ishin Dai☆Shogun,,10113,3776,5.70,12,24 min. per ep.,Spring 2014
Umi no Mizu wa Naze Karai,,10101,11121,5.70,1,10 min.,
Juusenki L-Gaim II: Farewell My Lovely + Pentagona Dolls,"Action,Adventure,Drama,Sci-Fi",10059,11933,5.71,1,56 min.,
Iiwake Love Song,,10058,16416,5.71,1,3 min.,
Izumo,"Adventure,Fantasy",10115,11503,5.70,2,51 min. per ep.,
Mobile Suit Gundam: Zeonic Front - Indignation of Zeon.,,10069,9762,5.71,1,10 min.,
Henkei Shoujo,,10056,3821,5.71,5,1 min. per ep.,
Hello Kitty no Alps no Shoujo Heidi II: Klara to no Deai,,10055,13394,5.71,1,30 min.,
Gall Force: New Era,"Action,Sci-Fi",10053,9619,5.71,2,45 min. per ep.,
"Kono Healer, Mendokusai","Adventure,Comedy,Fantasy",10063,3518,5.71,12,23 min. per ep.,Spring 2022
Legend of Basara: Shinbashi Theater,,10065,13511,5.71,1,1 min.,
Katarina Nounai Kaigi,,10061,8371,5.71,26,44 sec. per ep.,
Kandagawa Jet Girls,,10060,3206,5.71,12,24 min. per ep.,Fall 2019
I'm Just Me,,10114,16285,5.70,1,3 min.,
Hyakuren no Haou to Seiyaku no Valkyria,,10057,1174,5.71,12,23 min. per ep.,Summer 2018
Kikyuu,,10036,12608,5.72,1,5 min.,
Mahou Shoujo Lyrical Nanoha StrikerS Picture Drama,,10038,11321,5.72,1,7 min.,
Gasshin Sentai Mechander Robo,"Mystery,Sci-Fi",10054,11944,5.71,35,23 min. per ep.,Spring 1977
Jantama Pong☆ Special,,10034,12714,5.72,1,1 min.,
Hisone to Maso-tan Digest Douga,,10032,13334,5.72,4,6 min. per ep.,
Kidou Shinsengumi Moeyo Ken,"Adventure,Comedy",10035,10073,5.72,4,25 min. per ep.,
Ginga,"Adventure,Sci-Fi",10030,12304,5.72,1,3 min.,
Akai Hana Shiroi Hana,,10040,12975,5.71,1,2 min.,
Koi-ken!: Watashitachi Anime ni Nacchatta!,,10037,7252,5.72,12,4 min. per ep.,
Gamba: Gamba to Nakama-tachi,,10029,12760,5.72,1,1 hr. 34 min.,
Ensemble Girls!!,,10027,12869,5.72,1,1 min.,
Fairy Tail x Mameshiba,,10028,7642,5.72,1,1 min.,
It's My Life,"Comedy,Fantasy",10033,6173,5.72,1,14 min.,
Higashi Asia Bunka Toshi 2019 Toshima,,10031,13975,5.72,1,1 min.,
Down Load: Namu Amida Butsu wa Ai no Uta,"Action,Adventure,Sci-Fi",10051,9031,5.71,1,47 min.,
Be-Bop Kaizokuban,,10023,11932,5.72,3,37 min. per ep.,
Aquarion Logos,"Action,Comedy,Drama,Fantasy,Romance,Sci-Fi",10020,4047,5.72,26,24 min. per ep.,Summer 2015
Egao no Hana,,10052,11626,5.71,1,2 min.,
Ahiru no Pekkle no Aladdin to Mahou no Lamp,,10039,13947,5.71,1,30 min.,
Duel Masters Victory,"Action,Adventure,Comedy,Fantasy",10026,10900,5.72,52,10 min. per ep.,Spring 2011
Akai Koudan Zillion: Utahime Yakyoku,"Adventure,Sci-Fi",10018,10909,5.72,1,47 min.,
Channel 5.5 3rd Season,,10024,12016,5.72,4,5 min. per ep.,
Backkom 2,,10022,12272,5.72,52,4 min. per ep.,
Top wo Nerae! Gunbuster Specials,,10014,6779,5.72,3,2 min. per ep.,
Asako Get You!!,"Comedy,Romance,Slice of Life",10021,8009,5.72,2,3 min. per ep.,
Ai City,"Action,Sci-Fi",10017,6882,5.72,1,1 hr. 26 min.,
Tatakae!! Ramenman (Movie),"Action,Adventure",10012,13055,5.72,1,25 min.,
Shinrabanshou.mp3,,10010,15271,5.72,1,30 sec.,
Shin Strange+ Special,"Comedy,Slice of Life",10009,9985,5.72,1,3 min.,
Dragon Ball Z: The Real 4-D at Super Tenkaichi Budokai,"Action,Fantasy",10025,10196,5.72,1,15 min.,
Seirei Tsukai,"Action,Adventure,Fantasy,Romance,Supernatural",10007,8526,5.72,1,48 min.,
Seoul-yeok,"Horror,Suspense",10008,6371,5.72,1,1 hr. 32 min.,
Naze Nani Dendrogram Episode 0,,10003,14616,5.72,1,1 min.,
SD Gundam World Heroes,,10006,11031,5.72,24,24 min. per ep.,
Present (Music),,10004,15854,5.72,1,4 min.,
Metropolis (2009),,10001,11828,5.72,1,4 min.,
Alexandros no Ketsudan,,10019,12988,5.72,1,45 min.,
